# WaniKani - Vocabulary
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_説得する;vocabulary;説得する;to persuade;;;;;せっとくする;21
v_検問する;vocabulary;検問する;to inspect, to examine, to check;;;;;けんもんする;21
v_捜索;vocabulary;捜索;search, investigation;;;;;そうさく;29
v_増税;vocabulary;増税;tax increase, raise taxes, increased taxes;;;;;ぞうぜい;21
v_設ける;vocabulary;設ける;to establish;;;;;もうける;21
v_中国製;vocabulary;中国製;made in china;;;;;ちゅうごくせい;24
v_損;vocabulary;損;disadvantage, handicap, loss;;;;;そん;34
v_審判;vocabulary;審判;judgment, judgement, decision, refereeing;;;;;しんぱん;21
v_一筋;vocabulary;一筋;single mindedly, intently, earnestly;;;;;ひとすじ;35
v_素敵;vocabulary;素敵;lovely, dreamy, beautiful;;;;;すてき;21
v_判断;vocabulary;判断;judgement, judgment;;;;;はんだん;21
v_主義;vocabulary;主義;ism, principle;;;;;しゅぎ;21
v_義務;vocabulary;義務;obligation, duty;;;;;ぎむ;21
v_日本製;vocabulary;日本製;made in japan;;;;;にほんせい;24
v_通販;vocabulary;通販;mail order;;;;;つうはん;24
v_背広;vocabulary;背広;business suit;;;;;せびろ;30
v_献血;vocabulary;献血;blood donation;;;;;けんけつ;36
v_自制;vocabulary;自制;self control, self restraint;;;;;じせい;21
v_事務所;vocabulary;事務所;office;;;;;じむしょ;21
v_急増;vocabulary;急増;sudden increase, increase suddenly;;;;;きゅうぞう;21
v_素材;vocabulary;素材;raw material;;;;;そざい;21
v_公設;vocabulary;公設;public, public institution;;;;;こうせつ;21
v_経済学;vocabulary;経済学;economics, study of economics;;;;;けいざいがく;23
v_了解;vocabulary;了解;comprehension, understanding, roger;;;;;りょうかい;23
v_製作;vocabulary;製作;manufacturing, production;;;;;せいさく;24
v_他人;vocabulary;他人;another person, other people, stranger;;;;;たにん;4
v_峰;vocabulary;峰;summit, peak, ridge;;;;;みね;50
v_似合う;vocabulary;似合う;to suit, to match;;;;;にあう;33
v_副詞;vocabulary;副詞;adverb;;;;;ふくし;22
v_罰金;vocabulary;罰金;a fine, fine;;;;;ばっきん;22
v_価値観;vocabulary;価値観;moral values, sense of values, values;;;;;かちかん;24
v_寸法;vocabulary;寸法;measurement, size, dimension;;;;;すんぽう;44
v_警察庁;vocabulary;警察庁;national police agency;;;;;けいさつちょう;24
v_武道;vocabulary;武道;martial arts;;;;;ぶどう;24
v_近視;vocabulary;近視;nearsightedness, shortsightedness;;;;;きんし;24
v_禁句;vocabulary;禁句;taboo word, taboo phrase, dirty word, bad word;;;;;きんく;18
v_早々;vocabulary;早々;as soon as, just after, immediately after;;;;;そうそう;4
v_ハチの巣;vocabulary;ハチの巣;beehive;;;;;はちのす, ハチのす;31
v_窓;vocabulary;窓;window;;;;;まど;33
v_坊主;vocabulary;坊主;buddhist priest;;;;;ぼうず;22
v_区域;vocabulary;区域;boundary, zone;;;;;くいき;22
v_失態;vocabulary;失態;blunder, disgrace;;;;;しったい;22
v_防犯;vocabulary;防犯;crime prevention;;;;;ぼうはん;22
v_大将;vocabulary;大将;general, admiral, head, leader;;;;;たいしょう;36
v_舞踏;vocabulary;舞踏;dancing;;;;;ぶとう;36
v_吐き出す;vocabulary;吐き出す;to spit out, to disgorge, to spew out;;;;;はきだす;36
v_竹の子;vocabulary;竹の子;bamboo shoots, bamboo sprouts;;;;;たけのこ;4
v_馬鹿;vocabulary;馬鹿;idiot, dumb, fool, stupid, absurd;;;;;ばか;36
v_各地;vocabulary;各地;each area;;;;;かくち;22
v_社費;vocabulary;社費;company expenses;;;;;しゃひ;22
v_原型;vocabulary;原型;prototype, model;;;;;げんけい;24
v_視覚;vocabulary;視覚;sense of sight, sight;;;;;しかく;24
v_観光客;vocabulary;観光客;tourist, sightseer;;;;;かんこうきゃく;24
v_所載;vocabulary;所載;printed, published;;;;;しょさい;24
v_過去形;vocabulary;過去形;past tense;;;;;かこけい;24
v_量;vocabulary;量;quantity, amount;;;;;りょう;24
v_一杯;vocabulary;一杯;one cup, one cup of liquid, a drink, one drink;;;;;いっぱい;29
v_眠る;vocabulary;眠る;to sleep;;;;;ねむる;29
v_航空;vocabulary;航空;aviation, flight;;;;;こうくう;29
v_痛み止め;vocabulary;痛み止め;painkiller;;;;;いたみどめ;29
v_跳躍;vocabulary;跳躍;jump, leap, bound, skip;;;;;ちょうやく;39
v_脱線;vocabulary;脱線;digression, derailment, derail;;;;;だっせん;22
v_観念;vocabulary;観念;idea, notion;;;;;かんねん;22
v_製品;vocabulary;製品;product, manufactured goods;;;;;せいひん;24
v_針医;vocabulary;針医;acupuncturist;;;;;はりい;26
v_保障;vocabulary;保障;guarantee, warranty, security, safeguard;;;;;ほしょう;26
v_期限;vocabulary;期限;term, period, due date;;;;;きげん;25
v_虫;vocabulary;虫;bug, insect;;;;;むし;4
v_略図;vocabulary;略図;rough sketch;;;;;りゃくず;29
v_零点;vocabulary;零点;zero points, zero marks;;;;;れいてん;46
v_昼寝;vocabulary;昼寝;nap;;;;;ひるね;22
v_位置;vocabulary;位置;position, location, place;;;;;いち;22
v_脱字;vocabulary;脱字;omitted character, omitted word;;;;;だつじ;22
v_過去;vocabulary;過去;past, the past;;;;;かこ;22
v_質問;vocabulary;質問;question;;;;;しつもん;24
v_発展する;vocabulary;発展する;to develop;;;;;はってんする;24
v_違う;vocabulary;違う;to be different, to be wrong, to be mistaken, to vary, to differ;;;;;ちがう;24
v_慣れる;vocabulary;慣れる;to become accustomed to, to get used to;;;;;なれる;25
v_差す;vocabulary;差す;to shine at, to shine on;;;;;さす;24
v_限る;vocabulary;限る;to limit;;;;;かぎる;25
v_希望;vocabulary;希望;hope, wish, aspiration;;;;;きぼう;14
v_見える;vocabulary;見える;can see, visible, to be visible, to be able to see, able to see;;;;;みえる;4
v_勧める;vocabulary;勧める;to recommend;;;;;すすめる;39
v_応援する;vocabulary;応援する;to root for, to cheer on, to cheer;;;;;おうえんする;24
v_支援する;vocabulary;支援する;to support, to back, to aid;;;;;しえんする;24
v_典型的;vocabulary;典型的;typical;;;;;てんけいてき;24
v_置き場;vocabulary;置き場;place to put something, place to put down, location to put something, location to put down;;;;;おきば;24
v_触る;vocabulary;触る;to touch;;;;;さわる;24
v_気違い;vocabulary;気違い;crazy;;;;;きちがい;26
v_隙;vocabulary;隙;crevice, gap, space;;;;;すき;48
v_公営;vocabulary;公営;public, government run, run by the government;;;;;こうえい;22
v_地域;vocabulary;地域;region, area, zone;;;;;ちいき;22
v_公示;vocabulary;公示;public announcement;;;;;こうじ;22
v_罰;vocabulary;罰;penalty, punishment;;;;;ばつ;22
v_展開;vocabulary;展開;unfolding, development;;;;;てんかい;24
v_鉛;vocabulary;鉛;lead;;;;;なまり;26
v_鉛管;vocabulary;鉛管;lead pipe;;;;;えんかん;26
v_免れる;vocabulary;免れる;to escape from, to avoid;;;;;まぬかれる, まぬがれる;39
v_平均;vocabulary;平均;average, mean;;;;;へいきん;31
v_核兵器;vocabulary;核兵器;nuclear weapons;;;;;かくへいき;36
v_鉢;vocabulary;鉢;bowl, pot, basin;;;;;はち;48
v_支援;vocabulary;支援;support;;;;;しえん;22
v_観光;vocabulary;観光;sightseeing;;;;;かんこう;22
v_副大統領;vocabulary;副大統領;vice president;;;;;ふくだいとうりょう;24
v_伝統的;vocabulary;伝統的;traditional;;;;;でんとうてき;24
v_主観的;vocabulary;主観的;subjective;;;;;しゅかんてき;24
v_量る;vocabulary;量る;to measure, to weigh;;;;;はかる;24
v_指摘;vocabulary;指摘;pointing out, identification;;;;;してき;36
v_援助する;vocabulary;援助する;to assist, to aid;;;;;えんじょする;24
v_蛇;vocabulary;蛇;snake;;;;;へび;48
v_吸う;vocabulary;吸う;to smoke, to suck, to inhale;;;;;すう;22
v_大嫌い;vocabulary;大嫌い;to hate, to really hate, hate;;;;;だいきらい;22
v_存在する;vocabulary;存在する;to exist;;;;;そんざいする;22
v_提案する;vocabulary;提案する;to propose;;;;;ていあんする;24
v_領土;vocabulary;領土;territory;;;;;りょうど;22
v_領収書;vocabulary;領収書;receipt;;;;;りょうしゅうしょ;23
v_管;vocabulary;管;pipe, tube;;;;;くだ;24
v_字幕;vocabulary;字幕;subtitles;;;;;じまく;34
v_劇場;vocabulary;劇場;theater, theatre;;;;;げきじょう;34
v_剣;vocabulary;剣;sword, sabre, blade, double edged sword;;;;;けん;35
v_案外;vocabulary;案外;unexpectedly, more than expected;;;;;あんがい;22
v_伝統;vocabulary;伝統;tradition;;;;;でんとう;22
v_気象;vocabulary;気象;weather, disposition;;;;;きしょう;24
v_賞与金;vocabulary;賞与金;bonus;;;;;しょうよきん;25
v_効果;vocabulary;効果;an effect, effect;;;;;こうか;25
v_豊か;vocabulary;豊か;plentiful, abundant;;;;;ゆたか;25
v_痛み;vocabulary;痛み;a pain, pain;;;;;いたみ;29
v_痛む;vocabulary;痛む;to be painful, to hurt;;;;;いたむ;29
v_先ず;vocabulary;先ず;first of all, to start with, firstly, to begin with;;;;;まず;4
v_新鮮;vocabulary;新鮮;fresh;;;;;しんせん;25
v_浮く;vocabulary;浮く;to float;;;;;うく;30
v_今度;vocabulary;今度;this time, next time;;;;;こんど;9
v_差別;vocabulary;差別;discrimination, distinction;;;;;さべつ;24
v_金属;vocabulary;金属;metal;;;;;きんぞく;25
v_肥満;vocabulary;肥満;obesity;;;;;ひまん;25
v_鮮魚;vocabulary;鮮魚;fresh fish;;;;;せんぎょ;25
v_懐かしい;vocabulary;懐かしい;nostalgic, nostalgia;;;;;なつかしい;30
v_押す;vocabulary;押す;to push;;;;;おす;30
v_廃れる;vocabulary;廃れる;to become obsolete;;;;;すたれる;36
v_バス停;vocabulary;バス停;bus stop;;;;;ばすてい, バスてい;23
v_俳優;vocabulary;俳優;actor;;;;;はいゆう;23
v_信号;vocabulary;信号;traffic light, signal, traffic signal, stoplight, semaphore;;;;;しんごう;15
v_吸収;vocabulary;吸収;absorption;;;;;きゅうしゅう;23
v_基準;vocabulary;基準;standard, a standard;;;;;きじゅん;23
v_弁護士;vocabulary;弁護士;attorney, lawyer;;;;;べんごし;23
v_影;vocabulary;影;shadow;;;;;かげ;25
v_一年生;vocabulary;一年生;first year student;;;;;いちねんせい;4
v_枕;vocabulary;枕;pillow;;;;;まくら;30
v_踏む;vocabulary;踏む;to step on, to tread on;;;;;ふむ;36
v_躍る;vocabulary;躍る;to leap, to jump, to bounce;;;;;おどる;39
v_法律;vocabulary;法律;law;;;;;ほうりつ;23
v_寸前;vocabulary;寸前;on the brink, on the verge, just in front of, just before;;;;;すんぜん;44
v_酒造;vocabulary;酒造;brewing, distilling;;;;;しゅぞう;26
v_間違い;vocabulary;間違い;a mistake, mistake;;;;;まちがい;26
v_患う;vocabulary;患う;to be afflicted, to be afflicted with illness, to be sick;;;;;わずらう;37
v_一巻;vocabulary;一巻;one volume, first volume;;;;;いっかん;25
v_弁償;vocabulary;弁償;reimbursement, compensation;;;;;べんしょう;37
v_統括;vocabulary;統括;unification;;;;;とうかつ;42
v_伊達;vocabulary;伊達;elegance, dandyism, sophistication;;;;;だて;47
v_俳句;vocabulary;俳句;haiku;;;;;はいく;23
v_求職;vocabulary;求職;job hunting;;;;;きゅうしょく;23
v_収入;vocabulary;収入;income;;;;;しゅうにゅう;23
v_時候;vocabulary;時候;season, time of year;;;;;じこう;25
v_不況;vocabulary;不況;recession;;;;;ふきょう;25
v_豊満;vocabulary;豊満;plump, full figured;;;;;ほうまん;25
v_隠居;vocabulary;隠居;retirement;;;;;いんきょ;25
v_愛知県;vocabulary;愛知県;aichi prefecture;;;;;あいちけん;17
v_後輩;vocabulary;後輩;junior, one's junior;;;;;こうはい;25
v_募る;vocabulary;募る;to appeal for, to invite, to raise;;;;;つのる;37
v_注文;vocabulary;注文;order, request;;;;;ちゅうもん;11
v_小遣い;vocabulary;小遣い;allowance, spending money;;;;;こづかい;39
v_各駅停車;vocabulary;各駅停車;local train;;;;;かくえきていしゃ;23
v_川崎;vocabulary;川崎;kawasaki, kawasaki city;;;;;かわさき;23
v_長崎;vocabulary;長崎;nagasaki;;;;;ながさき;23
v_長崎県;vocabulary;長崎県;nagasaki prefecture;;;;;ながさきけん;25
v_満員;vocabulary;満員;sold out, full house, no vacancy;;;;;まんいん;25
v_驚かす;vocabulary;驚かす;to surprise, to shock, to astonish;;;;;おどろかす;33
v_側;vocabulary;側;side, side of something, part;;;;;がわ, そば;17
v_大陸;vocabulary;大陸;continent;;;;;たいりく;31
v_応募;vocabulary;応募;application, subscription;;;;;おうぼ;37
v_別冊;vocabulary;別冊;separate volume;;;;;べっさつ;19
v_職業;vocabulary;職業;occupation;;;;;しょくぎょう;23
v_天候;vocabulary;天候;the weather, weather;;;;;てんこう;25
v_効く;vocabulary;効く;to be effective;;;;;きく;25
v_呼ばれる;vocabulary;呼ばれる;to be called;;;;;よばれる;25
v_居る;vocabulary;居る;to be alive, to exist;;;;;いる;25
v_勝手;vocabulary;勝手;as one pleases, one's own convenience, one's own way, one's way;;;;;かって;12
v_貸し;vocabulary;貸し;rental;;;;;かし;29
v_背景;vocabulary;背景;background;;;;;はいけい;30
v_遺跡;vocabulary;遺跡;ruins, historic ruins, remains, historic remains;;;;;いせき;37
v_優先;vocabulary;優先;priority;;;;;ゆうせん;23
v_魔;vocabulary;魔;devil, demon, evil spirit;;;;;ま;46
v_判断する;vocabulary;判断する;to judge;;;;;はんだんする;23
v_確認する;vocabulary;確認する;to confirm, to verify;;;;;かくにんする;23
v_責任感;vocabulary;責任感;sense of responsibility;;;;;せきにんかん;23
v_集まり;vocabulary;集まり;gathering, meeting, assembly, party, collection, get together;;;;;あつまり;12
v_彼女;vocabulary;彼女;she, girlfriend;;;;;かのじょ;37
v_船酔い;vocabulary;船酔い;sea sickness;;;;;ふなよい;37
v_役割;vocabulary;役割;role;;;;;やくわり;23
v_規律;vocabulary;規律;rules, law, order, discipline;;;;;きりつ;23
v_抜く;vocabulary;抜く;to extract, to pluck;;;;;ぬく;25
v_替える;vocabulary;替える;to replace, to substitute, to switch;;;;;かえる;25
v_渡る;vocabulary;渡る;to cross, to cross over, to go across;;;;;わたる;25
v_隠す;vocabulary;隠す;to hide;;;;;かくす;25
v_巻尺;vocabulary;巻尺;tape measure, measuring tape;;;;;まきじゃく;47
v_着く;vocabulary;着く;to arrive;;;;;つく;12
v_届く;vocabulary;届く;to be delivered, to arrive, to reach;;;;;とどく;24
v_中国;vocabulary;中国;china;;;;;ちゅうごく;6
v_恥ずかしい;vocabulary;恥ずかしい;embarrassing, embarrassed, ashamed;;;;;はずかしい;35
v_現す;vocabulary;現す;to show;;;;;あらわす;25
v_健康;vocabulary;健康;health;;;;;けんこう;27
v_運河;vocabulary;運河;canal;;;;;うんが;26
v_熊;vocabulary;熊;bear;;;;;くま;35
v_酢;vocabulary;酢;vinegar;;;;;す;35
v_暮らし;vocabulary;暮らし;life, living, daily living;;;;;くらし;35
v_味方;vocabulary;味方;ally, supporter, friend;;;;;みかた;11
v_必勝;vocabulary;必勝;sure victory, certain victory, sure win, sure victory, certain win;;;;;ひっしょう;9
v_冷やす;vocabulary;冷やす;to chill something, to chill;;;;;ひやす;30
v_女優;vocabulary;女優;actress;;;;;じょゆう;25
v_名刺;vocabulary;名刺;business card;;;;;めいし;26
v_特徴;vocabulary;特徴;characteristic, distinctive feature;;;;;とくちょう;26
v_獣類;vocabulary;獣類;beasts, animals;;;;;じゅうるい;26
v_兆候;vocabulary;兆候;sign, indication;;;;;ちょうこう;37
v_大違い;vocabulary;大違い;big difference, major mistake;;;;;おおちがい;26
v_盗む;vocabulary;盗む;to steal;;;;;ぬすむ;30
v_対向する;vocabulary;対向する;to counter;;;;;たいこうする;37
v_独り;vocabulary;独り;alone;;;;;ひとり;26
v_稲;vocabulary;稲;rice plant;;;;;いね;39
v_再開;vocabulary;再開;reopening;;;;;さいかい;26
v_怪談;vocabulary;怪談;ghost story;;;;;かいだん;26
v_獣;vocabulary;獣;beast, a beast;;;;;けもの;26
v_お菓子;vocabulary;お菓子;candy, pastry, sweets;;;;;おかし;26
v_人造;vocabulary;人造;artificial, synthetic, imitation, man made;;;;;じんぞう;26
v_効果的;vocabulary;効果的;effective;;;;;こうかてき;27
v_絞る;vocabulary;絞る;to strangle, to wring out, to squeeze;;;;;しぼる;25
v_移す;vocabulary;移す;to shift, to transfer;;;;;うつす;28
v_出版;vocabulary;出版;publishing;;;;;しゅっぱん;30
v_障子;vocabulary;障子;japanese sliding door, sliding door;;;;;しょうじ;26
v_退屈;vocabulary;退屈;boring, boredom, tedium;;;;;たいくつ;27
v_逆さま;vocabulary;逆さま;upside down;;;;;さかさま;30
v_遊ぶ;vocabulary;遊ぶ;to play;;;;;あそぶ;30
v_故意;vocabulary;故意;intention, premeditation, purpose, intent;;;;;こい;26
v_風邪;vocabulary;風邪;cold, common cold;;;;;かぜ;50
v_燃え付く;vocabulary;燃え付く;to catch fire, to catch on fire;;;;;もえつく;26
v_抱く;vocabulary;抱く;to hug, to embrace;;;;;だく, いだく;37
v_版権;vocabulary;版権;copyright;;;;;はんけん;30
v_分;vocabulary;分;minute, part;;;;;ぶん, ふん;3
v_平ら;vocabulary;平ら;flat;;;;;たいら;4
v_同僚;vocabulary;同僚;colleague, coworker;;;;;どうりょう;29
v_激励;vocabulary;激励;encouragement;;;;;げきれい;26
v_創造;vocabulary;創造;creation;;;;;そうぞう;26
v_恐怖症;vocabulary;恐怖症;phobia;;;;;きょうふしょう;29
v_輸入;vocabulary;輸入;import;;;;;ゆにゅう;26
v_診断;vocabulary;診断;diagnosis;;;;;しんだん;29
v_出発;vocabulary;出発;departure;;;;;しゅっぱつ;9
v_幾度;vocabulary;幾度;how many times, how often;;;;;いくど;31
v_印;vocabulary;印;seal, logo, symbol, mark;;;;;しるし;26
v_越える;vocabulary;越える;to go beyond, to cross over;;;;;こえる;30
